,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
2257,Delaware,02-26-2021,86098,1418,,84680.0,8841.772749865471,1377802.0,1.646960440428349,141492.39446108093
2258,Florida,02-26-2021,1898223,30624,,1867599.0,8838.095931615142,21593623.0,1.6132983321769887,100539.56336275092
2259,Georgia,02-26-2021,1000822,17219,,983603.0,9426.223293543077,7153524.0,1.7204857607047008,67375.3320367852
2260,Hawaii,02-26-2021,28239,437,,27170.0,1949.7525200018079,1085483.0,1.5793668043179017,76665.33415449984
2261,Idaho,02-26-2021,170907,1859,93679.0,75369.0,9563.558124634526,636533.0,1.0877260732445129,35618.905859607796
2262,Illinois,02-26-2021,1183569,22675,,1160894.0,9340.165079667713,17988085.0,1.915815638969929,141953.43352782525
2263,Indiana,02-26-2021,660071,12531,,647540.0,9804.657275706568,7942952.0,1.898432138360873,117984.15945767658
2264,Iowa,02-26-2021,335855,5463,313771.0,43717.0,11503.738427356604,1310419.0,1.5051618538039568,41533.75360927016
2265,Kansas,02-26-2021,295997,4692,,291305.0,10160.14751585308,1254463.0,1.5851512008567654,43059.65645996278
2266,Kentucky,02-26-2021,402926,4600,47391.0,350935.0,9018.699443759648,3891701.0,1.1416488387445831,87108.00902393708
2267,Louisiana,02-26-2021,428592,9587,408463.0,10542.0,9219.423360123075,5544678.0,2.2368592974203905,119271.32069091467
2268,Maine,02-26-2021,44296,701,12794.0,30801.0,3295.313536852818,1619762.0,1.5825356691349106,120498.99866985268
2269,Maryland,02-26-2021,380436,7838,9643.0,362955.0,6292.6916409733885,7804095.0,2.0602676928576686,129085.47921821865
2270,Massachusetts,02-26-2021,577980,16024,494740.0,67216.0,8385.63291158524,15997259.0,2.772414270389979,232096.51123837012
2271,Michigan,02-26-2021,644125,16438,529080.0,98607.0,6449.726876033173,10253237.0,2.551989132544149,102667.3056398024
2272,Minnesota,02-26-2021,482978,6530,469149.0,7299.0,8563.998502029921,6866911.0,1.3520284567827106,121761.6858688652
2273,Mississippi,02-26-2021,293542,6638,273437.0,13467.0,9863.148652839624,1729728.0,2.2613459062076298,58119.67075573166
2274,Missouri,02-26-2021,561987,8270,,486060.0,8054.334812563177,4459175.0,1.6727725866781031,72655.43481732089
2275,Montana,02-26-2021,99613,1354,96362.0,1897.0,9320.270439698425,1074221.0,1.3592603375061487,100509.27320734519
2276,Nebraska,02-26-2021,200447,2078,153937.0,44432.0,10362.188328418824,2356795.0,1.0366830134649059,121835.46594100105
2277,Nevada,02-26-2021,293029,4942,,288087.0,9513.446721529688,2702912.0,1.6865224943606263,87752.43851285454
2278,New Hampshire,02-26-2021,74893,1167,70547.0,3179.0,5508.008687140135,1436668.0,1.5582230649059323,105659.80564987707
2279,New Jersey,02-26-2021,782833,23192,,759641.0,8813.513333986326,10590500.0,2.9625731158497413,119232.9819560266
2280,New Mexico,02-26-2021,184736,3685,141833.0,39218.0,8810.255867312022,2669565.0,1.9947384375541315,127314.38758239227
2281,New York,02-26-2021,1627998,47389,,1580609.0,8349.180903177572,37547888.0,2.9176591986395874,193012.9296122185
2282,North Carolina,02-26-2021,855905,11186,,844719.0,8160.737461675555,10259167.0,1.3069207447088171,97817.36111190566
2283,North Dakota,02-26-2021,99711,1472,97562.0,677.0,13084.368463458351,1407119.0,1.4762664099246825,184646.26237760184
2284,Ohio,02-26-2021,964380,18437,904270.0,42927.0,8250.250233123166,9940287.0,1.7817665235695472,85038.94226244964
2285,Oklahoma,02-26-2021,424062,4320,405367.0,13336.0,10690.576200836447,3501011.0,1.0212210683579852,88477.04468898053
2286,Oregon,02-26-2021,154878,2206,,152672.0,3672.0639527784692,3546317.0,1.424346905306112,84081.03682140446
2287,Pennsylvania,02-26-2021,928633,23895,833702.0,71036.0,7253.818137166029,10313734.0,2.5731370735263552,80563.52805802286
2288,Rhode Island,02-26-2021,125622,2502,,123120.0,11858.280605006226,2968641.0,1.9916893537756128,280229.4024416606
2289,South Carolina,02-26-2021,513295,8477,230793.0,274025.0,9969.382645841271,4966441.0,1.6514869616886976,96459.8344363272
2290,South Dakota,02-26-2021,112107,1879,108284.0,1944.0,12672.340415911667,421288.0,1.6760773189898936,47621.512921928115
2291,Tennessee,02-26-2021,772513,11377,746954.0,14182.0,11311.953685760533,6878643.0,1.4727260253225511,100724.37750158363
2292,Texas,02-26-2021,2643463,43376,2393568.0,206519.0,9116.684538745349,19426513.0,1.6408778938838942,66997.4918161652
2293,Utah,02-26-2021,370084,1907,350198.0,17979.0,11543.632199798001,2838991.0,0.5152884210071227,88553.59302897919
2294,Vermont,02-26-2021,14963,204,12286.0,2473.0,2397.958938378721,1049205.0,1.3633629619728664,168144.79101394414
2295,Virginia,02-26-2021,572639,8197,,564442.0,6708.894913127134,5854653.0,1.4314428461910558,68591.64627247622
2296,Washington,02-26-2021,338822,4956,,333866.0,4449.465015463777,5193250.0,1.46271493586603,68198.59451734909
2297,West Virginia,02-26-2021,131234,2291,121143.0,7800.0,7322.725200555535,2184317.0,1.7457366231312008,121882.69154260225
2298,Wisconsin,02-26-2021,616018,6999,548040.0,60979.0,10580.076991855984,6860518.0,1.1361680989841203,117829.03850863744
2299,Wyoming,02-26-2021,54350,671,52998.0,681.0,9390.78269193222,636716.0,1.234590616375345,110014.01274105457
2300,Alabama,02-27-2021,492683,9930,285130.0,197623.0,10048.223756599029,2286951.0,2.0154947501740472,46642.15198896229
2301,Alaska,02-27-2021,58295,290,,57973.0,7964.376764245535,1679675.0,0.4977429929801074,229606.5177125125
2302,Arizona,02-27-2021,815707,15967,,799740.0,11206.741517770231,7623393.0,1.9574430524685944,51486.75240430422
2303,Arkansas,02-27-2021,319195,5417,309268.0,4510.0,10577.061996073966,2641892.0,1.697081721204906,87543.52502680758
2304,California,02-27-2021,3564094,52599,,3511625.0,9018.925611955572,48219490.0,1.4578886725644844,122036.89476038846
2305,Colorado,02-27-2021,427462,5945,,421517.0,7422.844179694986,6190522.0,1.3907668985781192,107497.93010132779
2306,Connecticut,02-27-2021,279946,7622,,272324.0,7851.990597110415,6299277.0,2.7226679431033127,176683.588165553
2307,Delaware,02-27-2021,86517,1418,,85099.0,8884.801656253467,1387364.0,1.6389842458707538,142474.35723645563
2308,Florida,02-27-2021,1903682,30734,,1872948.0,8863.512948314807,21684345.0,1.6144503126047312,100961.96354392458
2309,Georgia,02-27-2021,1004187,17294,,986893.0,9457.916483124012,7181994.0,1.7221891938453695,67643.47619945067
2310,Hawaii,02-27-2021,28369,439,,27267.0,1956.7446774849705,1107517.0,1.5809420682187332,78221.54827555032
2311,Idaho,02-27-2021,171140,1860,93975.0,75305.0,9576.59626258698,637883.0,1.0868294963188032,35694.448718988955
2312,Illinois,02-27-2021,1185367,22710,,1162657.0,9354.354042722036,18069753.0,1.9158623447421768,142597.91864168536
2313,Indiana,02-27-2021,660942,12556,,648386.0,9817.595060410244,7989954.0,1.8997128341064717,118682.32450548625
2314,Iowa,02-27-2021,336282,5470,314750.0,43213.0,11519.015425965194,1312007.0,1.5050917225458338,41584.08529763207
2315,Kansas,02-27-2021,295997,4692,,291305.0,10160.14751585308,1254463.0,1.5851512008567654,43059.65645996278
2316,Kentucky,02-27-2021,403947,4625,47525.0,351797.0,9041.552503954521,3904567.0,1.1449521843212105,87395.98891861603
2317,Louisiana,02-27-2021,428592,9587,408463.0,10542.0,9219.423360123075,5544678.0,2.2368592974203905,119271.32069091467
2318,Maine,02-27-2021,44493,702,12798.0,30993.0,3309.968963229015,1619959.0,1.5777762794147394,120513.65409622887
2319,Maryland,02-27-2021,381272,7856,9659.0,363757.0,6306.519696709055,7848245.0,2.060471264608993,129815.75273583786
2320,Massachusetts,02-27-2021,579680,16067,494740.0,68873.0,8410.297391237988,16105520.0,2.7717016284846814,233667.2178452443
2321,Michigan,02-27-2021,645550,16508,541258.0,87784.0,6463.995629455793,10290366.0,2.557199287429324,103039.08426845404
2322,Minnesota,02-27-2021,483790,6543,469959.0,7288.0,8578.396604601152,6891674.0,1.3524463093490977,122200.77480232752
2323,Mississippi,02-27-2021,294091,6669,273437.0,13985.0,9881.595309912242,1730277.0,2.2676654504898144,58138.117412804255
2324,Missouri,02-27-2021,562624,8282,,486524.0,8062.090504361108,4472822.0,1.6735885854023302,72877.7918046452
2325,Montana,02-27-2021,99837,1356,96724.0,1757.0,9341.228954937322,1078914.0,1.3582138886384807,100948.37281456018
2326,Nebraska,02-27-2021,200720,2082,154339.0,44299.0,10376.301173278853,2366126.0,1.0372658429653248,122317.83574096055
2327,Nevada,02-27-2021,293488,4957,,288531.0,9528.348564163629,2712509.0,1.6889958022133784,88064.01364086756
2328,New Hampshire,02-27-2021,75166,1170,71324.0,2672.0,5528.086483083538,1451685.0,1.5565548253199586,106764.23151684439
2329,New Jersey,02-27-2021,786967,23238,,763729.0,8860.055909634899,10655049.0,2.9528557105952347,119959.70588334635
2330,New Mexico,02-27-2021,184888,3700,141833.0,39355.0,8817.504908602466,2669565.0,2.0012115442862712,127314.38758239227
2331,New York,02-27-2021,1636040,47498,,1588542.0,8409.97697028323,37833195.0,2.9032297498838657,194479.5351349812
2332,North Carolina,02-27-2021,858548,11212,,847336.0,8185.937488677627,10323021.0,1.3059258189408165,98426.18537380137
2333,North Dakota,02-27-2021,99780,1475,97678.0,627.0,13093.422844860394,1409086.0,1.4782521547404288,184904.37785901933
2334,Ohio,02-27-2021,966154,18464,907410.0,41507.0,8265.426765105953,9994327.0,1.784084110814632,85501.25330436048
2335,Oklahoma,02-27-2021,424843,4379,406494.0,12929.0,10710.26297640291,3508631.0,1.0332655343769024,88669.61622918137
2336,Oregon,02-27-2021,155315,2208,,153107.0,3682.4249591664916,3564120.0,1.4216270160641278,84503.13521208175
2337,Pennsylvania,02-27-2021,931531,23895,836727.0,70909.0,7276.455244571762,10378789.0,2.565132024591774,81071.69128172193
2338,Rhode Island,02-27-2021,125622,2502,,123120.0,11858.280605006226,2968641.0,1.9916893537756128,280229.4024416606
2339,South Carolina,02-27-2021,515072,8498,230793.0,275781.0,10003.896118525909,5000460.0,1.6498664264413518,97120.56253270234
2340,South Dakota,02-27-2021,112293,1886,108497.0,1910.0,12693.365466241798,422027.0,1.679534788455202,47705.047933723625
2341,Tennessee,02-27-2021,773887,11393,748739.0,13755.0,11332.073249268506,6894853.0,1.4721787547794445,100961.74149318787
2342,Texas,02-27-2021,2649363,43519,2417585.0,188259.0,9137.03225640911,19488683.0,1.6426212640547937,67211.90158008995
2343,Utah,02-27-2021,370770,1929,351396.0,17445.0,11565.029860029355,2847706.0,0.5202686301480702,88825.43065130609
2344,Vermont,02-27-2021,15098,204,12436.0,2458.0,2419.593935149497,1059706.0,1.3511723407073783,169827.67324423988
2345,Virginia,02-27-2021,574314,8382,,565932.0,6728.518793057575,5879000.0,1.4594803539527157,68876.88961854576
2346,Washington,02-27-2021,339773,4956,,334817.0,4461.953700465653,5213424.0,1.4586209027792083,68463.52273104823
2347,West Virginia,02-27-2021,131580,2297,121797.0,7486.0,7342.031652537429,2194388.0,1.7457060343517252,122444.64321286144
2348,Wisconsin,02-27-2021,616886,7014,548884.0,60988.0,10594.984846543559,6886832.0,1.1370010018058443,118280.98008496106
2349,Wyoming,02-27-2021,54350,671,52998.0,681.0,9390.78269193222,636716.0,1.234590616375345,110014.01274105457
2350,Alabama,02-28-2021,493252,9929,285130.0,198193.0,10059.828458440788,2290216.0,2.012967002668008,46708.74135893302
2351,Alaska,02-28-2021,58296,290,,57973.0,7964.376764245535,1679675.0,0.4977429929801074,229606.5177125125
2352,Arizona,02-28-2021,816782,15980,,800802.0,11221.510604135316,7663423.0,1.9564583940390456,51636.833799143446
2353,Arkansas,02-28-2021,322415,5243,312758.0,4414.0,10683.762099858042,2695887.0,1.6261650357458557,89332.73996588249
2354,California,02-28-2021,3567582,52835,,3514756.0,9027.36856896156,48469106.0,1.4622724293324705,122668.638512189
2355,Colorado,02-28-2021,428303,5951,,422352.0,7437.448078883977,6216201.0,1.3894369173225496,107943.84392686172
2356,Connecticut,02-28-2021,279946,7622,,272324.0,7851.990597110415,6299277.0,2.7226679431033127,176683.588165553
2357,Delaware,02-28-2021,86799,1422,,85377.0,8913.761445278322,1395584.0,1.638267721978364,143318.504278244
2358,Florida,02-28-2021,1909221,30852,,1878369.0,8889.30244373511,21761798.0,1.61594702760969,101322.5834732961
2359,Georgia,02-28-2021,1006521,17295,,989226.0,9479.899218482677,7201974.0,1.7182949983159814,67831.65745586288
2360,Hawaii,02-28-2021,28380,439,,27321.0,1960.5585815666952,1112978.0,1.5778666378471846,78607.2469827781
2361,Idaho,02-28-2021,171140,1860,94230.0,75050.0,9576.59626258698,638919.0,1.0868294963188032,35752.420868854795
2362,Illinois,02-28-2021,1186613,22735,,1163878.0,9364.186883637325,18136253.0,1.9159574351536688,143122.70509502935
2363,Indiana,02-28-2021,661673,12573,,649100.0,9828.453293037555,8021430.0,1.9001833231822969,119149.8672280269
2364,Iowa,02-28-2021,336465,5471,315134.0,43031.0,11525.4495145908,1313829.0,1.5045265045265046,41641.833620173245
2365,Kansas,02-28-2021,295997,4692,,291305.0,10160.14751585308,1254463.0,1.5851512008567654,43059.65645996278
2366,Kentucky,02-28-2021,404622,4637,47544.0,352441.0,9056.661040322331,3904567.0,1.146007878958633,87395.98891861603
2367,Louisiana,02-28-2021,430100,9608,408463.0,12029.0,9251.86188073724,5577167.0,2.233899093234132,119970.19011812525
2368,Maine,02-28-2021,44635,703,12800.0,31132.0,3320.5327731042426,1620101.0,1.5749971995071133,120524.2179061041
2369,Maryland,02-28-2021,382099,7869,9667.0,364563.0,6320.1988858159875,7887028.0,2.0594139215229563,130457.25212052242
2370,Massachusetts,02-28-2021,581148,16118,494740.0,70290.0,8431.595894844007,16208091.0,2.77347594760715,235155.37098786896
2371,Michigan,02-28-2021,645550,16508,541258.0,87784.0,6463.995629455793,10290366.0,2.557199287429324,103039.08426845404
2372,Minnesota,02-28-2021,484594,6551,470819.0,7224.0,8592.652853945081,6916577.0,1.3518533040029386,122642.34616726765
2373,Mississippi,02-28-2021,294795,6681,273437.0,14677.0,9905.250039564551,1730981.0,2.2663206635119315,58161.772142456575
2374,Missouri,02-28-2021,562920,8281,,486767.0,8066.033524140731,4482293.0,1.6725684631964235,73032.10726056583
2375,Montana,02-28-2021,99954,1357,96982.0,1615.0,9352.176036557641,1082512.0,1.3576245072733455,101285.018965585
2376,Nebraska,02-28-2021,200882,2082,154909.0,43891.0,10384.67582847052,2371202.0,1.0364293465815753,122580.24160363273
2377,Nevada,02-28-2021,293754,4957,,288797.0,9536.984490395942,2719219.0,1.6874663834364811,88281.8597499607
2378,New Hampshire,02-28-2021,75424,1170,71722.0,2532.0,5547.061103425654,1458750.0,1.5512303775986422,107283.82722505004
2379,New Jersey,02-28-2021,789356,23252,,766104.0,8886.952429524701,10657438.0,2.9456924378860743,119986.60240323615
2380,New Mexico,02-28-2021,185132,3716,146013.0,35403.0,8829.141527516073,2693461.0,2.0072164725709225,128454.01317894785
2381,New York,02-28-2021,1643867,47615,,1596252.0,8450.211249241205,38106915.0,2.8965238671985016,195886.57829792704
2382,North Carolina,02-28-2021,858548,11212,,847336.0,8185.937488677627,10323021.0,1.3059258189408165,98426.18537380137
2383,North Dakota,02-28-2021,99809,1475,97759.0,575.0,13097.228309507624,1409615.0,1.4778226412447777,184973.79478310165
2384,Ohio,02-28-2021,967422,18490,909524.0,40601.0,8276.274477932433,10030523.0,1.787947762196849,85810.90930867218
2385,Oklahoma,02-28-2021,425557,4428,407312.0,12768.0,10728.104906505509,3509337.0,1.0430898828761768,88687.45815928394
2386,Oregon,02-28-2021,155597,2208,,153389.0,3689.1110090553298,3564120.0,1.419050495832182,84503.13521208175
2387,Pennsylvania,02-28-2021,933261,23967,836727.0,72567.0,7289.968769696647,10378789.0,2.568091884263888,81071.69128172193
2388,Rhode Island,02-28-2021,125622,2502,,123120.0,11858.280605006226,2968641.0,1.9916893537756128,280229.4024416606
2389,South Carolina,02-28-2021,516823,8546,230793.0,277484.0,10037.904610743575,5027738.0,1.6535641796127494,97650.36473185343
2390,South Dakota,02-28-2021,112427,1888,108606.0,1933.0,12708.512545511887,422549.0,1.6793119090609907,47764.053720133976
2391,Tennessee,02-28-2021,775004,11411,749863.0,13730.0,11348.429546530813,6906699.0,1.4723794973961424,101135.2031739124
2392,Texas,02-28-2021,2653013,43697,2422369.0,186947.0,9149.620251234994,19557682.0,1.647070707908329,67449.86296501907
2393,Utah,02-28-2021,371235,1935,352303.0,16997.0,11579.53410493837,2853915.0,0.5212331811386318,89019.10131074705
2394,Vermont,02-28-2021,15198,204,12532.0,2462.0,2435.619858683406,1068299.0,1.342281879194631,171204.78085350862
2395,Virginia,02-28-2021,576050,8552,,567498.0,6748.857333689961,5902722.0,1.484593351271591,69154.81062135764
2396,Washington,02-28-2021,339773,4956,,334817.0,4461.953700465653,5234432.0,1.4586209027792083,68739.40316692565
2397,West Virginia,02-28-2021,131855,2300,121797.0,7758.0,7357.376375933447,2204237.0,1.7443403738955672,122994.20750641545
2398,Wisconsin,02-28-2021,617367,7014,549668.0,60685.0,10603.245996433794,6906878.0,1.1361151470681137,118625.2690884946
2399,Wyoming,02-28-2021,54394,671,53132.0,591.0,9398.385165500666,636716.0,1.2335919402875315,110014.01274105457
2400,Alabama,03-01-2021,493769,9931,285130.0,198708.0,10070.372625140595,2292074.0,2.0112643766619613,46746.63509535129
2401,Alaska,03-01-2021,58681,300,,58347.0,8016.868408641983,1698031.0,0.5115351168857742,232115.7276722553
2402,Arizona,03-01-2021,817821,15979,,801842.0,11235.785097840733,7682489.0,1.953850536975695,51724.280529109725
2403,Arkansas,03-01-2021,322509,5250,313002.0,4257.0,10686.876947608262,2698497.0,1.6278615480498215,89419.22669596832
2404,California,03-01-2021,3573549,53146,,3521058.0,9044.160841064295,48712676.0,1.4688758990012452,123285.0806698474
2405,Colorado,03-01-2021,429839,5952,,423887.0,7464.120598686934,6229855.0,1.384704505640484,108180.94456839141
2406,Connecticut,03-01-2021,282626,7651,,274975.0,7927.159861183686,6403426.0,2.7071111645779227,179604.78357001836
2407,Delaware,03-01-2021,87080,1422,,85658.0,8942.618540015856,1400454.0,1.6329811667432246,143818.62545750305
2408,Florida,03-01-2021,1910921,30999,,1879922.0,8897.217616548709,21784686.0,1.62220206905466,101429.14963527117
2409,Georgia,03-01-2021,1008660,17376,,991284.0,9500.045349987471,7215169.0,1.7226815775385165,67955.93431664162
2410,Hawaii,03-01-2021,28381,439,,27347.0,1962.3949057541925,1117157.0,1.5763901385639734,78902.40078199159
2411,Idaho,03-01-2021,171462,1867,94230.0,75365.0,9594.614633491226,638919.0,1.0888710034876532,35752.420868854795
2412,Illinois,03-01-2021,1187757,22759,,1164998.0,9373.214788939964,18178487.0,1.916132676970121,143455.9957878193
2413,Indiana,03-01-2021,662213,12595,,649618.0,9836.474422474968,8035726.0,1.9019560171727223,119362.21920291068
2414,Iowa,03-01-2021,336890,5472,315443.0,43221.0,11541.297023520872,1315398.0,1.5027352417777973,41691.56310319581
2415,Kansas,03-01-2021,296644,4700,,291944.0,10182.355901217652,1259105.0,1.5843907174930218,43218.993901790185
2416,Kentucky,03-01-2021,405126,4652,47592.0,352882.0,9067.9420808103,3919142.0,1.1482847311700557,87722.2213890766
2417,Louisiana,03-01-2021,430504,9628,408463.0,12413.0,9260.55230668427,5585504.0,2.2364484418263246,120149.52695258168
2418,Maine,03-01-2021,44763,703,12805.0,31255.0,3330.0550805974067,1640789.0,1.5704934879252954,122063.2608546866
2419,Maryland,03-01-2021,382702,7879,9669.0,365154.0,6330.172949941115,7906291.0,2.0587820288370584,130775.87632822116
2420,Massachusetts,03-01-2021,582543,16144,494740.0,71659.0,8451.835276676702,16261930.0,2.7712975694498088,235936.49505847148
2421,Michigan,03-01-2021,647415,16519,541258.0,89638.0,6482.670173408911,10338681.0,2.551531861325425,103522.87010818318
2422,Minnesota,03-01-2021,485230,6554,471647.0,7029.0,8603.93018551565,6934737.0,1.3506996681985863,122964.35299324495
2423,Mississippi,03-01-2021,294994,6681,273437.0,14876.0,9911.93653274752,1754368.0,2.2647918262744327,58947.586293562585
2424,Missouri,03-01-2021,563489,8283,,487156.0,8072.420564444911,4490001.0,1.67185062136812,73157.6973285878
2425,Montana,03-01-2021,100003,1357,97037.0,1609.0,9356.760711766148,1084202.0,1.3569592912212634,101443.14347787848
2426,Nebraska,03-01-2021,200946,2082,155333.0,43531.0,10387.984334225252,2373731.0,1.0360992505449225,122710.97927634708
2427,Nevada,03-01-2021,293980,4957,,289023.0,9544.321781104594,2725701.0,1.686169127151507,88492.30363656906
2428,New Hampshire,03-01-2021,75588,1170,72055.0,2363.0,5559.122489999713,1461579.0,1.5478647404349897,107491.88614345256
2429,New Jersey,03-01-2021,792496,23273,,769223.0,8922.304071405813,10660578.0,2.936670973733621,120021.95404511725
2430,New Mexico,03-01-2021,185297,3729,147446.0,34122.0,8837.010552601094,2699792.0,2.012444885777968,128755.94528690705
2431,New York,03-01-2021,1650303,47719,,1602584.0,8483.295166370825,38281073.0,2.891529616076563,196781.82827298305
2432,North Carolina,03-01-2021,862170,11254,,850916.0,8220.47191841713,10401246.0,1.3053110175487432,99172.03180294894
2433,North Dakota,03-01-2021,99852,1475,97836.0,541.0,13102.870895019041,1410827.0,1.4771862356287304,185132.83696077226
2434,Ohio,03-01-2021,968874,18516,911474.0,40054.0,8288.696306815751,10056602.0,1.7903256770230185,86034.01459479344
2435,Oklahoma,03-01-2021,425946,4478,407665.0,12745.0,10737.708211659878,3509717.0,1.0539247990058556,88697.06146443832
2436,Oregon,03-01-2021,155787,2212,,153575.0,3693.615794441426,3564120.0,1.4198874103744217,84503.13521208175
2437,Pennsylvania,03-01-2021,935822,23984,849275.0,62563.0,7309.973473653195,10443158.0,2.5628805477964827,81574.49596308824
2438,Rhode Island,03-01-2021,126588,2517,,124071.0,11949.467650781931,3011311.0,1.9883401270262584,284257.30227939296
2439,South Carolina,03-01-2021,517976,8562,230793.0,278621.0,10060.298552221002,5053310.0,1.6529723384867252,98147.03244344123
2440,South Dakota,03-01-2021,112470,1888,108664.0,1918.0,12713.373175426916,422817.0,1.6786698675202276,47794.34787867416
2441,Tennessee,03-01-2021,775693,11421,750755.0,13517.0,11358.51861440344,6789970.0,1.4723608437874265,99425.93350235328
2442,Texas,03-01-2021,2660791,43909,2429453.0,187429.0,9176.444750894101,19595211.0,1.6502235613394662,67579.29169318911
2443,Utah,03-01-2021,371492,1940,352814.0,16738.0,11587.550429543991,2859188.0,0.5222185134538564,89183.57632882278
2444,Vermont,03-01-2021,15284,205,12626.0,2453.0,2449.4021529225674,1076259.0,1.3412719183459827,172480.44436680776
2445,Virginia,03-01-2021,577174,8783,,568391.0,6762.0258358044775,5915914.0,1.5217248178192364,69309.36478496504
2446,Washington,03-01-2021,340708,4969,,335739.0,4474.232270893366,5234432.0,1.4584336147081958,68739.40316692565
2447,West Virginia,03-01-2021,132048,2300,122751.0,6997.0,7368.145581807742,2208571.0,1.7417908639282684,123236.0403471367
2448,Wisconsin,03-01-2021,617700,7014,550280.0,60406.0,10608.96525405011,6921918.0,1.1355026711996117,118883.58030335768
2449,Wyoming,03-01-2021,54471,671,53248.0,552.0,9411.689494245446,640594.0,1.231848139376916,110684.06711601892
2450,Alabama,03-02-2021,494421,9991,285130.0,199300.0,10083.67010422817,2295722.0,2.0207475006118267,46821.03571454065
2451,Alaska,03-02-2021,58838,302,,58500.0,8038.056442187425,1704660.0,0.5135879731981905,233021.8920230471
2452,Arizona,03-02-2021,818670,16060,,802610.0,11247.4492413979,7701480.0,1.9617183969120648,51809.77636580732
2453,Arkansas,03-02-2021,322949,5254,313426.0,4269.0,10701.45708601354,2702395.0,1.626882263143716,89548.39346756779
2454,California,03-02-2021,3577966,53449,,3525168.0,9055.339660337511,48897190.0,1.475642865248021,123752.0602169106
2455,Colorado,03-02-2021,430615,5959,,424656.0,7477.595777962387,6243861.0,1.383834747976731,108424.15766237592
2456,Connecticut,03-02-2021,283128,7658,,275470.0,7941.240074080993,6418467.0,2.7047837020711483,180026.65704051315
2457,Delaware,03-02-2021,87193,1426,,85767.0,8954.222994483263,1405303.0,1.63545238723292,144316.59005672837
2458,Florida,03-02-2021,1918100,31135,,1886965.0,8930.64292574213,21901603.0,1.6232208956780148,101973.51331753434
2459,Georgia,03-02-2021,1011807,17480,,994327.0,9529.685310644587,7234444.0,1.7276022008149776,68137.47554373599
2460,Hawaii,03-02-2021,28423,439,,27380.0,1964.7256249152465,1120660.0,1.574520094902581,79149.81015233016
2461,Idaho,03-02-2021,171836,1871,94707.0,75258.0,9615.542803423492,640412.0,1.0888288833538955,35835.965675563006
2462,Illinois,03-02-2021,1189326,22803,,1166523.0,9385.596592628637,18234668.0,1.917304422841172,143899.3495883504
2463,Indiana,03-02-2021,662750,12623,,650127.0,9844.45099008217,8056112.0,1.9046397585816672,119665.03169311635
2464,Iowa,03-02-2021,337520,5498,316185.0,43099.0,11561.772005058523,1316616.0,1.5072015614805556,41730.16763494947
2465,Kansas,03-02-2021,296654,4700,,291954.0,10182.699152923442,1259105.0,1.5843373087839705,43218.993901790185
2466,Kentucky,03-02-2021,406201,4671,47787.0,353743.0,9092.003823914598,3922153.0,1.1499233138273908,87789.61665278548
2467,Louisiana,03-02-2021,431271,9647,408463.0,13161.0,9277.051209410442,5608696.0,2.2368765810824285,120648.409028234
2468,Maine,03-02-2021,44944,703,12811.0,31430.0,3343.5202185369567,1650133.0,1.5641687433250266,122758.38930168755
2469,Maryland,03-02-2021,383170,7905,9677.0,365588.0,6337.914014635244,7917331.0,2.063052952997364,130958.48605946725
2470,Massachusetts,03-02-2021,582844,16182,494740.0,71922.0,8456.202340426982,16317937.0,2.776386134197144,236749.07359489
2471,Michigan,03-02-2021,649057,16544,541258.0,91255.0,6499.111782615893,10358755.0,2.5489286765260992,103723.8742879767
2472,Minnesota,03-02-2021,485655,6558,472470.0,6627.0,8611.46613821611,6943992.0,1.3503412916576585,123128.45944558085
2473,Mississippi,03-02-2021,295295,6724,278162.0,10409.0,9922.050273692614,1754669.0,2.2770449889093958,58957.700034507674
2474,Missouri,03-02-2021,564139,8298,,487515.0,8078.498028815979,4497905.0,1.6734165369131848,73286.48091676188
2475,Montana,03-02-2021,100158,1372,97199.0,1587.0,9371.263255793065,1086339.0,1.3698356596577408,101643.09145584957
2476,Nebraska,03-02-2021,201346,2084,155712.0,43550.0,10408.662495192328,2382251.0,1.0350342197014095,123151.4241049458
2477,Nevada,03-02-2021,294289,4967,,289322.0,9554.35374052483,2729627.0,1.6877966896486107,88619.76471321582
2478,New Hampshire,03-02-2021,75803,1170,72359.0,2274.0,5574.934673618144,1465475.0,1.5434745326702108,107778.41761962652
2479,New Jersey,03-02-2021,795785,23321,,772464.0,8959.333227503577,10779311.0,2.9305654165383865,121358.707706095
2480,New Mexico,03-02-2021,185542,3740,148641.0,33161.0,8848.694862575823,2710151.0,2.015716118183484,129249.97698906301
2481,New York,03-02-2021,1656684,47818,,1608866.0,8516.096358913413,38409107.0,2.886368190916312,197439.98026890808
2482,North Carolina,03-02-2021,863409,11288,,852121.0,8232.28532494591,10422010.0,1.3073757628192433,99370.00885957817
2483,North Dakota,03-02-2021,99957,1477,97934.0,546.0,13116.649301500403,1413141.0,1.4776353832147824,185436.48679503766
2484,Ohio,03-02-2021,970583,18545,914893.0,36635.0,8288.696306815751,10084481.0,1.7903256770230185,86272.5188423403
2485,Oklahoma,03-02-2021,426065,4534,407934.0,12531.0,10740.51338763918,3525279.0,1.0668260395906817,89090.34208236553
2486,Oregon,03-02-2021,156037,2225,,153812.0,3699.543143633659,3748444.0,1.4259438466517558,88873.34606211814
